t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
854.26,fog,large,fog_large_01,none,drone1,39.77,FAILED
854.56,fog,large,fog_large_01,none,drone2,40.11,FAILED
854.64,fog,large,fog_large_01,none,drone0,42.59,FAILED
855.25,fog,large,fog_large_01,none,drone1,39.71,FAILED
855.56,fog,large,fog_large_01,none,drone2,40.05,FAILED
855.65,fog,large,fog_large_01,none,drone0,42.53,FAILED
856.26,fog,large,fog_large_01,none,drone1,39.65,FAILED
856.56,fog,large,fog_large_01,none,drone2,39.99,FAILED
856.64,fog,large,fog_large_01,none,drone0,42.47,FAILED
857.25,fog,large,fog_large_01,none,drone1,39.59,FAILED
857.56,fog,large,fog_large_01,none,drone2,39.93,FAILED
857.64,fog,large,fog_large_01,none,drone0,42.41,FAILED
858.25,fog,large,fog_large_01,none,drone1,39.53,FAILED
858.56,fog,large,fog_large_01,none,drone2,39.87,FAILED
858.64,fog,large,fog_large_01,none,drone0,42.35,FAILED
859.25,fog,large,fog_large_01,none,drone1,39.47,FAILED
859.56,fog,large,fog_large_01,none,drone2,39.81,FAILED
859.64,fog,large,fog_large_01,none,drone0,42.29,FAILED
860.26,fog,large,fog_large_01,none,drone1,39.41,FAILED
860.56,fog,large,fog_large_01,none,drone2,39.75,FAILED
860.64,fog,large,fog_large_01,none,drone0,42.23,FAILED
861.26,fog,large,fog_large_01,none,drone1,39.35,FAILED
861.56,fog,large,fog_large_01,none,drone2,39.69,FAILED
861.64,fog,large,fog_large_01,none,drone0,42.17,FAILED
862.26,fog,large,fog_large_01,none,drone1,39.29,FAILED
862.56,fog,large,fog_large_01,none,drone2,39.63,FAILED
862.64,fog,large,fog_large_01,none,drone0,42.11,FAILED
863.25,fog,large,fog_large_01,none,drone1,39.23,FAILED
863.56,fog,large,fog_large_01,none,drone2,39.57,FAILED
863.64,fog,large,fog_large_01,none,drone0,42.05,FAILED
864.26,fog,large,fog_large_01,none,drone1,39.17,FAILED
864.56,fog,large,fog_large_01,none,drone2,39.51,FAILED
864.64,fog,large,fog_large_01,none,drone0,41.99,FAILED
865.26,fog,large,fog_large_01,none,drone1,39.11,FAILED
865.56,fog,large,fog_large_01,none,drone2,39.45,FAILED
865.64,fog,large,fog_large_01,none,drone0,41.93,FAILED
866.25,fog,large,fog_large_01,none,drone1,39.05,FAILED
866.56,fog,large,fog_large_01,none,drone2,39.39,FAILED
866.64,fog,large,fog_large_01,none,drone0,41.87,FAILED
867.25,fog,large,fog_large_01,none,drone1,38.99,FAILED
867.56,fog,large,fog_large_01,none,drone2,39.33,FAILED
867.64,fog,large,fog_large_01,none,drone0,41.81,FAILED
868.26,fog,large,fog_large_01,none,drone1,38.93,FAILED
868.56,fog,large,fog_large_01,none,drone2,39.27,FAILED
868.64,fog,large,fog_large_01,none,drone0,41.75,FAILED
869.25,fog,large,fog_large_01,none,drone1,38.87,FAILED
869.56,fog,large,fog_large_01,none,drone2,39.21,FAILED
869.64,fog,large,fog_large_01,none,drone0,41.69,FAILED
870.26,fog,large,fog_large_01,none,drone1,38.81,FAILED
870.56,fog,large,fog_large_01,none,drone2,39.15,FAILED
870.64,fog,large,fog_large_01,none,drone0,41.63,FAILED
871.25,fog,large,fog_large_01,none,drone1,38.75,FAILED
871.56,fog,large,fog_large_01,none,drone2,39.09,FAILED
871.64,fog,large,fog_large_01,none,drone0,41.57,FAILED
872.25,fog,large,fog_large_01,none,drone1,38.69,FAILED
872.56,fog,large,fog_large_01,none,drone2,39.03,FAILED
872.64,fog,large,fog_large_01,none,drone0,41.51,FAILED
873.25,fog,large,fog_large_01,none,drone1,38.63,FAILED
873.56,fog,large,fog_large_01,none,drone2,38.97,FAILED
873.64,fog,large,fog_large_01,none,drone0,41.45,FAILED
874.25,fog,large,fog_large_01,none,drone1,38.57,FAILED
874.56,fog,large,fog_large_01,none,drone2,38.91,FAILED
874.64,fog,large,fog_large_01,none,drone0,41.39,FAILED
875.25,fog,large,fog_large_01,none,drone1,38.51,FAILED
875.56,fog,large,fog_large_01,none,drone2,38.85,FAILED
875.64,fog,large,fog_large_01,none,drone0,41.33,FAILED
876.25,fog,large,fog_large_01,none,drone1,38.45,FAILED
876.56,fog,large,fog_large_01,none,drone2,38.79,FAILED
876.64,fog,large,fog_large_01,none,drone0,41.27,FAILED
877.25,fog,large,fog_large_01,none,drone1,38.39,FAILED
877.56,fog,large,fog_large_01,none,drone2,38.73,FAILED
877.64,fog,large,fog_large_01,none,drone0,41.21,FAILED
878.25,fog,large,fog_large_01,none,drone1,38.33,FAILED
878.56,fog,large,fog_large_01,none,drone2,38.67,FAILED
878.64,fog,large,fog_large_01,none,drone0,41.15,FAILED
879.25,fog,large,fog_large_01,none,drone1,38.27,FAILED
879.56,fog,large,fog_large_01,none,drone2,38.61,FAILED
879.64,fog,large,fog_large_01,none,drone0,41.09,FAILED
880.26,fog,large,fog_large_01,none,drone1,38.21,FAILED
