t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
275.64,cloud,medium,run_01,fog_down,drone1,64.58,SCANNING
275.69,cloud,medium,run_01,fog_down,drone0,64.34,SCANNING
276.0,cloud,medium,run_01,fog_down,drone2,64.46,SCANNING
276.63,cloud,medium,run_01,fog_down,drone1,64.46,SCANNING
276.69,cloud,medium,run_01,fog_down,drone0,64.22,SCANNING
277.01,cloud,medium,run_01,fog_down,drone2,64.34,SCANNING
277.63,cloud,medium,run_01,fog_down,drone1,64.34,SCANNING
277.69,cloud,medium,run_01,fog_down,drone0,64.1,SCANNING
278.02,cloud,medium,run_01,fog_down,drone2,64.22,SCANNING
278.64,cloud,medium,run_01,fog_down,drone1,64.22,SCANNING
278.7,cloud,medium,run_01,fog_down,drone0,63.98,SCANNING
279.01,cloud,medium,run_01,fog_down,drone2,64.1,SCANNING
279.64,cloud,medium,run_01,fog_down,drone1,64.07,SCANNING+UP
279.68,cloud,medium,run_01,fog_down,drone0,63.86,SCANNING
280.01,cloud,medium,run_01,fog_down,drone2,63.98,SCANNING
280.66,cloud,medium,run_01,fog_down,drone1,63.93,SCANNING+UP
280.73,cloud,medium,run_01,fog_down,drone0,63.72,SCANNING+UP
281.03,cloud,medium,run_01,fog_down,drone2,63.86,SCANNING
281.63,cloud,medium,run_01,fog_down,drone1,63.78,SCANNING+UP
281.69,cloud,medium,run_01,fog_down,drone0,63.57,SCANNING+UP
282.0,cloud,medium,run_01,fog_down,drone2,63.74,SCANNING
282.62,cloud,medium,run_01,fog_down,drone1,63.64,SCANNING+UP
282.7,cloud,medium,run_01,fog_down,drone0,63.43,SCANNING+UP
283.01,cloud,medium,run_01,fog_down,drone2,63.62,SCANNING
283.66,cloud,medium,run_01,fog_down,drone1,63.52,SCANNING
283.7,cloud,medium,run_01,fog_down,drone0,63.28,SCANNING+UP
284.0,cloud,medium,run_01,fog_down,drone2,63.5,SCANNING
284.65,cloud,medium,run_01,fog_down,drone1,63.4,SCANNING
284.71,cloud,medium,run_01,fog_down,drone0,63.16,SCANNING
285.02,cloud,medium,run_01,fog_down,drone2,63.38,SCANNING
285.64,cloud,medium,run_01,fog_down,drone1,63.28,SCANNING
285.71,cloud,medium,run_01,fog_down,drone0,63.04,SCANNING
286.01,cloud,medium,run_01,fog_down,drone2,63.26,SCANNING
286.64,cloud,medium,run_01,fog_down,drone1,63.16,SCANNING
286.7,cloud,medium,run_01,fog_down,drone0,62.92,SCANNING
287.03,cloud,medium,run_01,fog_down,drone2,63.14,SCANNING
287.64,cloud,medium,run_01,fog_down,drone1,63.04,SCANNING
287.7,cloud,medium,run_01,fog_down,drone0,62.8,SCANNING
288.03,cloud,medium,run_01,fog_down,drone2,62.99,SCANNING+UP
288.63,cloud,medium,run_01,fog_down,drone1,62.92,SCANNING
288.7,cloud,medium,run_01,fog_down,drone0,62.68,SCANNING
289.04,cloud,medium,run_01,fog_down,drone2,62.85,SCANNING+UP
289.64,cloud,medium,run_01,fog_down,drone1,62.8,SCANNING
289.68,cloud,medium,run_01,fog_down,drone0,62.56,SCANNING
290.01,cloud,medium,run_01,fog_down,drone2,62.7,SCANNING+UP
290.65,cloud,medium,run_01,fog_down,drone1,62.68,SCANNING
290.69,cloud,medium,run_01,fog_down,drone0,62.44,SCANNING
291.0,cloud,medium,run_01,fog_down,drone2,62.56,SCANNING+UP
291.63,cloud,medium,run_01,fog_down,drone1,62.56,SCANNING
291.69,cloud,medium,run_01,fog_down,drone0,62.32,SCANNING
292.02,cloud,medium,run_01,fog_down,drone2,62.44,SCANNING
292.67,cloud,medium,run_01,fog_down,drone1,62.44,SCANNING
292.69,cloud,medium,run_01,fog_down,drone0,62.2,SCANNING
293.01,cloud,medium,run_01,fog_down,drone2,62.32,SCANNING
293.63,cloud,medium,run_01,fog_down,drone1,62.32,SCANNING
293.68,cloud,medium,run_01,fog_down,drone0,62.08,SCANNING
294.01,cloud,medium,run_01,fog_down,drone2,62.2,SCANNING
294.63,cloud,medium,run_01,fog_down,drone1,62.2,SCANNING
294.68,cloud,medium,run_01,fog_down,drone0,61.96,SCANNING
295.01,cloud,medium,run_01,fog_down,drone2,62.08,SCANNING
295.63,cloud,medium,run_01,fog_down,drone1,62.08,SCANNING
295.69,cloud,medium,run_01,fog_down,drone0,61.84,SCANNING
296.03,cloud,medium,run_01,fog_down,drone2,61.96,SCANNING
296.65,cloud,medium,run_01,fog_down,drone1,61.96,SCANNING
296.71,cloud,medium,run_01,fog_down,drone0,61.7,SCANNING+UP
297.01,cloud,medium,run_01,fog_down,drone2,61.84,SCANNING
297.63,cloud,medium,run_01,fog_down,drone1,61.81,SCANNING+UP
297.68,cloud,medium,run_01,fog_down,drone0,61.55,SCANNING+UP
298.01,cloud,medium,run_01,fog_down,drone2,61.72,SCANNING
298.64,cloud,medium,run_01,fog_down,drone1,61.67,SCANNING+UP
